network,policy,n_windows,rmse_mean_mean,rmse_mean_ci95,loss_mean_mean,loss_mean_ci95,missed_violation_pct_mean,missed_violation_pct_ci95,false_alarm_pct_mean,false_alarm_pct_ci95,avg_aoi_mean,avg_aoi_ci95,max_aoi_mean,max_aoi_ci95,choice_fairness_mean,choice_fairness_ci95,packet_success_pct_mean,packet_success_pct_ci95,runtime_us_mean_mean,runtime_us_mean_ci95
burst,b2croi_v8q,10,0.78555183036494,0.05128273193019408,0.05487567204301075,0.01363476501610093,0.5889164598842018,0.2045051671696758,0.6468155500413564,0.23126988844785384,1.816989247311828,0.06461509959720381,19.9,4.568197115809353,0.999997290808029,2.0818943259992075e-06,85.50372208436724,0.9264781922138562,236.27144067423131,16.599160903255434
burst,channel_aware_rr,10,0.9431107984420667,0.06745563325373567,0.12898883374689823,0.0200997827908682,1.5483870967741935,0.289730492582031,1.4623655913978495,0.29563712628736116,1.4572043010752689,0.05007438821810578,12.9,1.764,0.9998064295208827,0.00010658728321565725,85.50372208436724,0.9264781922138562,13.625931125319108,2.6582627606954854
burst,cvoi_sf,10,0.7793100474375518,0.05070706532128588,0.08388415012406948,0.015580485061442686,0.9611248966087675,0.20752441134161614,1.1066997518610422,0.3045603584356961,1.6193217535153017,0.05373913129771231,14.4,1.632026143581448,0.997955640633091,0.0005442853784456905,85.50372208436724,0.9264781922138562,19.246008213627945,0.5495363080754678
burst,error_trigger,10,0.7586101968752037,0.0509672639367467,0.0872808105872622,0.013347061916282023,1.0421836228287842,0.1907819291345478,1.033912324234905,0.2623098454759604,12.854011579818032,1.9021906906525503,155.0,15.291350060300974,0.62520695853835,0.013269600754855435,85.50372208436724,0.9264781922138562,3.6311879265584315,0.28144197920375297
burst,generic_voi,10,0.7682407811566956,0.05310909936005222,0.08750801282051282,0.015948466146546564,1.0421836228287842,0.22557057519679155,1.0388751033912327,0.26578473893906035,12.418643507030602,1.8837915377482972,154.2,15.572923282272841,0.672346955786877,0.013104945535089781,85.50372208436724,0.9264781922138562,7.121015239201334,0.4371560640008542
burst,max_aoi,10,0.9228652819255609,0.0596642098204666,0.126549317617866,0.018867640578543888,1.50206782464847,0.2614869578240904,1.5252274607113319,0.28659300763782397,1.4572043010752689,0.05007438821810578,12.9,1.764,0.9998074637642844,0.00010702154203774722,85.50372208436724,0.9264781922138562,2.616781527037841,0.44723466488334057
burst,oracle,10,0.7858390996984085,0.05303663547086667,0.05294484077750207,0.013277057142298635,0.56575682382134,0.19991856696423804,0.6071133167907362,0.22149724395230785,12.840612076095947,1.878728095498504,154.4,15.078276588817731,0.6291177416230309,0.013910880348455846,85.50372208436724,0.9264781922138562,47.39169192210963,1.6273315866841427
burst,round_robin,10,0.9838788372196708,0.06926881007577428,0.13995450785773367,0.020755583500847163,1.687344913151365,0.31065697338397785,1.556658395368073,0.25500295989223765,1.6120926385442516,0.06526487827355826,18.2,2.93345939123077,0.9999995074167035,0.0,85.50372208436724,0.9264781922138562,0.6857323498556405,0.06778404859675652
severe_burst,b2croi_v8q,10,0.9886626364442158,0.05273499680183394,0.10625620347394542,0.023784449401451423,1.1861042183622827,0.3223216781269417,1.308519437551696,0.3586327287459748,2.8460876757650952,0.1649557037960136,28.2,5.385939884963852,0.9999838444180187,1.956717676833732e-05,71.45409429280396,1.6728007454108595,335.7777830351822,193.43084755201872
severe_burst,channel_aware_rr,10,1.137658945592538,0.05760320435696524,0.18716604631927208,0.03017726161074974,2.2282878411910665,0.43161147900558655,2.2018196856906536,0.3117623474023657,2.4104880066170393,0.14302027585514654,22.7,2.8184348690560705,0.9988675423579888,0.000626888320760619,71.45409429280396,1.6728007454108595,21.345358051327302,17.12747570628156
severe_burst,cvoi_sf,10,0.9876161069471596,0.04850913779191963,0.13598014888337467,0.025537110964738263,1.5864350703060381,0.34956105120908953,1.6939619520264682,0.38117180693693253,2.592754342431762,0.14994911322955348,25.5,3.4478424815785558,0.9975705868857258,0.001308070718123231,71.45409429280396,1.6728007454108595,26.469441680624737,13.389712456504638
severe_burst,error_trigger,10,0.9742899626694645,0.04938072685032493,0.13745218155500413,0.0275234959323426,1.6244830438378828,0.3919474174374057,1.6608767576509513,0.36241540913742876,13.524648469809758,1.9370962874142603,155.4,14.635833286834062,0.6519908062499841,0.01143893934499721,71.45409429280396,1.6728007454108595,5.916937816008191,4.081299134053287
severe_burst,generic_voi,10,0.977495248214281,0.04824899461924553,0.13864945202646814,0.029456630556260827,1.639371381306865,0.4134881466815747,1.6790736145574858,0.4004224500841164,13.189644334160462,1.979007497416796,155.9,16.32666797332239,0.7103120714722795,0.01604289623735247,71.45409429280396,1.6728007454108595,7.124920132631788,0.4448969980161874
severe_burst,max_aoi,10,1.123032535962019,0.05639048042954963,0.17895704094292803,0.027245274018019242,2.1058726220016544,0.389233466169183,2.177005789909016,0.3127629940377339,2.4104880066170393,0.14302027585514654,22.7,2.8184348690560705,0.9988482024328679,0.0006181139475827924,71.45409429280396,1.6728007454108595,4.039342564206557,3.112562853086466
severe_burst,oracle,10,0.996920440559153,0.05474765981236487,0.101690188172043,0.02234774354062163,1.1248966087675765,0.31680034481566094,1.229114971050455,0.32870909852807717,13.502084367245658,1.9307522544687024,155.0,14.562153686869259,0.6595424775628419,0.012269307974982588,71.45409429280396,1.6728007454108595,78.70776977571464,59.59134436565827
severe_burst,round_robin,10,1.2058018066572003,0.07906297485129178,0.20586667700578992,0.030983735755565706,2.4764267990074442,0.43861818096706817,2.281224152191894,0.40019484778112724,2.7321422663358144,0.18509895714854854,30.5,4.8999999999999995,0.9999995074167035,0.0,71.45409429280396,1.6728007454108595,1.3362681581991178,1.2594916162913137
