model,brier,ece,mean_pred,obs_rate
p_gaussian,0.07829176994840802,0.15626032641224147,0.6068301936311576,0.6081472291149711
p_empirical,0.05061590579545567,0.023756883341850884,0.5858732685175493,0.6081472291149711
