variable_set,network,seed,window,policy,baseline,loss_mean_delta,missed_violation_pct_delta,rmse_mean_delta,choice_fairness_delta
temperature_inside,severe_burst,0,0,cvoi_sf,error_trigger,0.009425631225388018,0.09265693768820948,0.01866509470951183,0.07619469987657912
temperature_inside,severe_burst,0,1,cvoi_sf,error_trigger,-0.0027074473013666903,0.0,0.030870741327484852,0.10392177441420902
temperature_inside,severe_burst,1,0,cvoi_sf,error_trigger,0.016729777623349547,0.2548065786425759,0.02422687033038251,0.07446372659960399
temperature_inside,severe_burst,1,1,cvoi_sf,error_trigger,0.008778405142460042,0.13898540653231412,0.05290968048968048,0.09966401868435093
temperature_inside,severe_burst,2,0,cvoi_sf,error_trigger,0.011198135279129023,0.09265693768820937,0.03330189125361821,0.09978643082152272
temperature_inside,severe_burst,2,1,cvoi_sf,error_trigger,0.0102494730136669,0.16214964095436646,0.06130509170358889,0.12587648712877675
temperature_inside,severe_burst,3,0,cvoi_sf,error_trigger,0.010104951355107715,0.06949270326615703,0.02151308440186281,0.08517662444442742
temperature_inside,severe_burst,3,1,cvoi_sf,error_trigger,0.017075266388695852,0.25480657864257583,0.029924573110576225,0.1069087441106289
temperature_inside,severe_burst,4,0,cvoi_sf,error_trigger,0.017766649293490838,0.25480657864257583,0.02614474709549308,0.08578545717609798
temperature_inside,severe_burst,4,1,cvoi_sf,error_trigger,0.005628955293027569,0.023164234422052343,0.036028485822312106,0.1110227700220604
temperature_inside,severe_burst,5,0,cvoi_sf,error_trigger,0.0076938614778781535,0.06949270326615706,0.0313932201988249,0.06322370221415463
temperature_inside,severe_burst,5,1,cvoi_sf,error_trigger,0.010523957609451004,0.13898540653231406,0.035526272091112865,0.11544344417409413
temperature_inside,severe_burst,6,0,cvoi_sf,error_trigger,-0.006910864025943944,-0.18531387537641886,0.01846692707694636,0.08211664781409256
temperature_inside,severe_burst,6,1,cvoi_sf,error_trigger,0.016431016909891127,0.2316423442205235,0.03444518277703196,0.11242202740599716
temperature_inside,severe_burst,7,0,cvoi_sf,error_trigger,0.0001192147324530976,0.0,0.051109521748273545,0.08796298338954733
temperature_inside,severe_burst,7,1,cvoi_sf,error_trigger,0.0011064801945795677,0.046328468844104714,0.03241671409958907,0.08893781614930196
temperature_inside,severe_burst,8,0,cvoi_sf,error_trigger,0.01809763145703035,0.23164234422052354,0.020707372006724456,0.08694468170576897
temperature_inside,severe_burst,8,1,cvoi_sf,error_trigger,0.01429536715311559,0.20847810979847115,0.030370052316070817,0.1183857129087802
temperature_inside,severe_burst,9,0,cvoi_sf,error_trigger,0.0032374623581190656,0.04632846884410469,0.04804786803587002,0.08666818244709573
temperature_inside,severe_burst,9,1,cvoi_sf,error_trigger,0.004329592309474174,-0.0463284688441047,0.07182380004116568,0.11399996703270399
temperature_inside,severe_burst,10,0,cvoi_sf,error_trigger,2.6517257354648216e-05,-0.023164234422052343,0.016135880202010733,0.08177113198193975
temperature_inside,severe_burst,10,1,cvoi_sf,error_trigger,0.010137462358119059,0.11582117211026177,0.029867493469023898,0.11952378611728354
temperature_inside,severe_burst,11,0,cvoi_sf,error_trigger,0.0167221507991661,0.27797081306462823,0.029855337409764926,0.09541397210966052
temperature_inside,severe_burst,11,1,cvoi_sf,error_trigger,-0.004794689599258745,-0.09265693768820939,0.0361064478088583,0.11606357372508802
temperature_inside,severe_burst,12,0,cvoi_sf,error_trigger,0.029566869353717856,0.39379198517489,0.005348841166508134,0.08210134566359184
temperature_inside,severe_burst,12,1,cvoi_sf,error_trigger,0.0062914755617326824,0.09265693768820937,0.019822942300878166,0.09622760825138366
temperature_inside,severe_burst,13,0,cvoi_sf,error_trigger,0.01538461894834375,0.2084781097984712,0.044556683634423444,0.07380553252846533
temperature_inside,severe_burst,13,1,cvoi_sf,error_trigger,-0.012814749826268235,-0.20847810979847115,0.018340688972078578,0.10165618082246464
temperature_inside,severe_burst,14,0,cvoi_sf,error_trigger,0.014030130877924485,0.18531387537641886,0.06129943556281253,0.08355100237902757
temperature_inside,severe_burst,14,1,cvoi_sf,error_trigger,0.0066324530924252965,0.06949270326615714,0.01614198987631088,0.09585871901367893
temperature_inside,severe_burst,15,0,cvoi_sf,error_trigger,0.015233066944637483,0.2316423442205236,-0.024969145379953983,0.06715616890645104
temperature_inside,severe_burst,15,1,cvoi_sf,error_trigger,0.0015219539031734938,0.04632846884410469,0.05230404582164949,0.12452057495651292
temperature_inside,severe_burst,16,0,cvoi_sf,error_trigger,0.008410921936530008,0.04632846884410469,0.03454381006575308,0.058471626272284305
temperature_inside,severe_burst,16,1,cvoi_sf,error_trigger,0.014284375723882334,0.1853138753764188,0.018541416118237786,0.11040922330040104
temperature_inside,severe_burst,17,0,cvoi_sf,error_trigger,-0.004466747741487143,-0.04632846884410474,0.022240656372039536,0.07282773448277402
temperature_inside,severe_burst,17,1,cvoi_sf,error_trigger,0.005959595784109335,0.023164234422052343,0.026864432462939958,0.11706582631693352
temperature_inside,severe_burst,18,0,cvoi_sf,error_trigger,-0.0013352907111419954,-0.04632846884410474,0.026266344526267527,0.08595102933308607
temperature_inside,severe_burst,18,1,cvoi_sf,error_trigger,0.012913892749594627,0.16214964095436646,0.02760967228645428,0.10899852518760311
temperature_inside,severe_burst,19,0,cvoi_sf,error_trigger,-0.0010304435950891817,-0.11582117211026172,0.007800649488824307,0.08851039392175075
temperature_inside,severe_burst,19,1,cvoi_sf,error_trigger,0.00633196664350243,0.0926569376882094,0.030585382058254507,0.12459576935971228
humidity_inside,burst,0,0,cvoi_sf,error_trigger,0.000753449154505443,-0.023164234422052343,0.1485759308962033,0.040510131755807866
humidity_inside,burst,0,1,cvoi_sf,error_trigger,0.005247367153115587,0.06949270326615706,0.09540055972448808,0.020157722539107747
humidity_inside,burst,1,0,cvoi_sf,error_trigger,0.017425603891591382,0.20847810979847115,0.12655718732244398,0.042880323189990244
humidity_inside,burst,1,1,cvoi_sf,error_trigger,0.006631755385684503,0.0926569376882094,0.09948943213743139,0.021278180011288117
humidity_inside,burst,2,0,cvoi_sf,error_trigger,0.018819375492239984,0.25480657864257583,0.13442883695099123,0.043806056557188944
humidity_inside,burst,2,1,cvoi_sf,error_trigger,0.00281150335881399,0.04632846884410471,0.09960426861147292,0.02649670715441932
humidity_inside,burst,3,0,cvoi_sf,error_trigger,0.00907621033124855,0.11582117211026177,0.12066381567364026,0.03948913832914036
humidity_inside,burst,3,1,cvoi_sf,error_trigger,0.0028082853833680792,0.023164234422052343,0.1013088756794685,0.02596895811715494
humidity_inside,burst,4,0,cvoi_sf,error_trigger,0.016042169098911277,0.20847810979847115,0.15216294322780982,0.05246190474590917
humidity_inside,burst,4,1,cvoi_sf,error_trigger,-0.0006662070882557328,-0.023164234422052357,0.09635941663486347,0.025252224779358956
humidity_inside,burst,5,0,cvoi_sf,error_trigger,0.00630944081538105,0.04632846884410474,0.14116993227352248,0.03931357052528761
humidity_inside,burst,5,1,cvoi_sf,error_trigger,0.001417439888811674,0.023164234422052357,0.09917790262235193,0.025606198864440932
humidity_inside,burst,6,0,cvoi_sf,error_trigger,0.011171426453555709,0.11582117211026174,0.14041691897512876,0.045419455675227316
humidity_inside,burst,6,1,cvoi_sf,error_trigger,-0.0010011804493861463,-0.0463284688441047,0.12636608680329464,0.025706099620076084
humidity_inside,burst,7,0,cvoi_sf,error_trigger,0.0073504507760018475,0.046328468844104714,0.1265236100175322,0.049915130189661094
humidity_inside,burst,7,1,cvoi_sf,error_trigger,0.002113254574936298,0.023164234422052357,0.09104212285056185,0.03446010325532389
humidity_inside,burst,8,0,cvoi_sf,error_trigger,0.003525813296270556,0.0,0.1408115291429065,0.04329963620886179
humidity_inside,burst,8,1,cvoi_sf,error_trigger,0.004201522353486217,0.04632846884410469,0.11190000251525117,0.02572722264850502
humidity_inside,burst,9,0,cvoi_sf,error_trigger,0.00039426824183461107,-0.02316423442205237,0.14116580642024446,0.03706333393403893
humidity_inside,burst,9,1,cvoi_sf,error_trigger,0.0014368431781329625,0.0,0.1228428384871803,0.021332168418339736
humidity_inside,burst,10,0,cvoi_sf,error_trigger,0.015350342367384757,0.18531387537641877,0.14387978776272792,0.045760492881231296
humidity_inside,burst,10,1,cvoi_sf,error_trigger,0.01253985452860783,0.20847810979847115,0.0947976725104327,0.029101542061250818
humidity_inside,burst,11,0,cvoi_sf,error_trigger,0.0024880138985406575,0.023164234422052343,0.13747217622141206,0.05014198741060394
humidity_inside,burst,11,1,cvoi_sf,error_trigger,0.004549928190873292,0.06949270326615706,0.11044728147392341,0.01960741231776897
humidity_inside,burst,12,0,cvoi_sf,error_trigger,-0.004463706277507522,-0.11582117211026172,0.14072954001159516,0.0344679441710779
humidity_inside,burst,12,1,cvoi_sf,error_trigger,0.0010692703266157047,0.023164234422052343,0.10060560595430146,0.029375147934825874
humidity_inside,burst,13,0,cvoi_sf,error_trigger,0.005618247857308318,0.04632846884410469,0.15086698308130914,0.03306483910457869
humidity_inside,burst,13,1,cvoi_sf,error_trigger,-0.0027507398656474395,-0.06949270326615706,0.09596585430944704,0.02587731866870746
humidity_inside,burst,14,0,cvoi_sf,error_trigger,-0.0030652879314338605,-0.09265693768820937,0.1525330754263891,0.04640163641721029
humidity_inside,burst,14,1,cvoi_sf,error_trigger,0.0021177984711605313,0.023164234422052343,0.10277359664454039,0.0171781705492553
humidity_inside,burst,15,0,cvoi_sf,error_trigger,0.010473419504285379,0.11582117211026177,0.12487546504495767,0.03680261508938365
humidity_inside,burst,15,1,cvoi_sf,error_trigger,0.00420466805652073,0.0463284688441047,0.10872942511522099,0.029266900221185055
humidity_inside,burst,16,0,cvoi_sf,error_trigger,0.010821465832754229,0.09265693768820939,0.13603254900283684,0.043054296946409165
humidity_inside,burst,16,1,cvoi_sf,error_trigger,0.0021124753300903396,0.023164234422052343,0.09828061387171588,0.03084197930248911
humidity_inside,burst,17,0,cvoi_sf,error_trigger,0.005951230020847811,0.02316423442205237,0.10621607308572728,0.04059440317881702
humidity_inside,burst,17,1,cvoi_sf,error_trigger,0.003155738707435721,0.023164234422052357,0.09003385155398497,0.025161700892922134
humidity_inside,burst,18,0,cvoi_sf,error_trigger,0.008743735927727592,0.13898540653231412,0.11766117890535238,0.04182651237338608
humidity_inside,burst,18,1,cvoi_sf,error_trigger,0.006981162844567984,0.13898540653231412,0.09672108863265588,0.025543286488095895
humidity_inside,burst,19,0,cvoi_sf,error_trigger,0.009080874681491779,0.11582117211026177,0.123121460730656,0.04208197158345561
humidity_inside,burst,19,1,cvoi_sf,error_trigger,0.0069840101922631435,0.06949270326615706,0.09961395843198984,0.04250407317230198
humidity_inside,severe_burst,0,0,cvoi_sf,error_trigger,7.377160064859709e-05,-0.04632846884410469,0.14329040549841532,0.02607848075221575
humidity_inside,severe_burst,0,1,cvoi_sf,error_trigger,0.01012730785267546,0.13898540653231406,0.1019589197021018,0.022634707445719937
humidity_inside,severe_burst,1,0,cvoi_sf,error_trigger,0.009448486448922856,0.0926569376882094,0.11536894322748481,0.03596350228968015
humidity_inside,severe_burst,1,1,cvoi_sf,error_trigger,0.008371101227704424,0.11582117211026177,0.06067330039185548,0.024542479227702363
humidity_inside,severe_burst,2,0,cvoi_sf,error_trigger,0.011530604586518417,0.16214964095436646,0.10904773827362257,0.05426600458175912
humidity_inside,severe_burst,2,1,cvoi_sf,error_trigger,-0.0006437081306462852,0.04632846884410474,0.08797932577222567,0.031657792309681576
humidity_inside,severe_burst,3,0,cvoi_sf,error_trigger,0.00769559323604355,0.09265693768820937,0.10833341856212836,0.041271329795951384
humidity_inside,severe_burst,3,1,cvoi_sf,error_trigger,0.010810725967106784,0.16214964095436646,0.09504638589523223,0.024837576653879312
humidity_inside,severe_burst,4,0,cvoi_sf,error_trigger,0.007708203845262912,0.0,0.10378695056340659,0.05495340255072123
humidity_inside,severe_burst,4,1,cvoi_sf,error_trigger,0.0028209932823720155,0.023164234422052343,0.07811703886073196,0.020731456123896708
humidity_inside,severe_burst,5,0,cvoi_sf,error_trigger,0.011212881167477408,0.13898540653231417,0.1505995535667195,0.040768270242454885
humidity_inside,severe_burst,5,1,cvoi_sf,error_trigger,0.005247135510771368,0.09265693768820939,0.07942333314670186,0.024906868383925862
humidity_inside,severe_burst,6,0,cvoi_sf,error_trigger,-0.0009924540189946707,-0.046328468844104714,0.08942525341288043,0.03344130463420503
humidity_inside,severe_burst,6,1,cvoi_sf,error_trigger,0.01116645448227936,0.11582117211026174,0.07577686536133865,0.030961521082599086
humidity_inside,severe_burst,7,0,cvoi_sf,error_trigger,0.0011027324530924268,-0.023164234422052343,0.09307677875220566,0.03237920474593847
humidity_inside,severe_burst,7,1,cvoi_sf,error_trigger,-0.007593785499189251,-0.13898540653231412,0.10191813824646179,0.023546130725835557
humidity_inside,severe_burst,8,0,cvoi_sf,error_trigger,0.007375929580727362,0.09265693768820937,0.16839943056407775,0.0457731398161032
humidity_inside,severe_burst,8,1,cvoi_sf,error_trigger,0.00246762195969423,0.023164234422052357,0.09785226254922058,0.022449598346307664
humidity_inside,severe_burst,9,0,cvoi_sf,error_trigger,0.0014577632615242059,-0.04632846884410469,0.11610185387412497,0.031371742500434174
humidity_inside,severe_burst,9,1,cvoi_sf,error_trigger,0.0003926384063006709,0.0,0.0902117784990607,0.025246328553755415
humidity_inside,severe_burst,10,0,cvoi_sf,error_trigger,0.005633589993050737,0.0231642344220524,0.1332488631056078,0.03787223830524156
humidity_inside,severe_burst,10,1,cvoi_sf,error_trigger,-0.006584166782487832,-0.13898540653231412,0.04123937752119211,0.023319596271316523
humidity_inside,severe_burst,11,0,cvoi_sf,error_trigger,0.0039074218207088285,0.0,0.14451745982861663,0.0512755278607856
humidity_inside,severe_burst,11,1,cvoi_sf,error_trigger,0.013255296733842944,0.1853138753764188,0.11694457826804966,0.0252630468012619
humidity_inside,severe_burst,12,0,cvoi_sf,error_trigger,-0.006154497104470698,-0.23164234422052354,0.1382525811761527,0.038623175565475565
humidity_inside,severe_burst,12,1,cvoi_sf,error_trigger,0.022622784340977534,0.324299281908733,0.07921117355856055,0.026947649747882996
humidity_inside,severe_burst,13,0,cvoi_sf,error_trigger,0.010531454250637014,0.16214964095436646,0.159366552601931,0.02762644479315013
humidity_inside,severe_burst,13,1,cvoi_sf,error_trigger,-0.0020447236506833423,-0.04632846884410469,0.07946500682144286,0.025740980502837907
humidity_inside,severe_burst,14,0,cvoi_sf,error_trigger,0.01366024924716238,0.13898540653231406,0.17605228998189915,0.053598295761188575
humidity_inside,severe_burst,14,1,cvoi_sf,error_trigger,0.006638157980078756,0.06949270326615703,0.08332583397421905,0.01349857430887691
humidity_inside,severe_burst,15,0,cvoi_sf,error_trigger,-0.017312632846884408,-0.39379198517488995,0.104124313223939,0.04505513061130606
humidity_inside,severe_burst,15,1,cvoi_sf,error_trigger,0.004213679870280287,0.046328468844104714,0.08311951502786097,0.0210221374238021
humidity_inside,severe_burst,16,0,cvoi_sf,error_trigger,-0.023893787352328003,-0.46328468844104703,0.1181152894158557,0.04462256724199132
humidity_inside,severe_burst,16,1,cvoi_sf,error_trigger,0.010457602038452626,0.11582117211026177,0.064158010371003,0.020757441492507134
humidity_inside,severe_burst,17,0,cvoi_sf,error_trigger,0.006674927959230952,0.04632846884410469,0.1427567498180604,0.04403403932551997
humidity_inside,severe_burst,17,1,cvoi_sf,error_trigger,0.0021232680101922656,0.023164234422052357,0.08622710741354345,0.03137392445788212
humidity_inside,severe_burst,18,0,cvoi_sf,error_trigger,0.0032138336807968487,0.0,0.14891051722009285,0.040312803810658604
humidity_inside,severe_burst,18,1,cvoi_sf,error_trigger,0.00037930970581422346,0.023164234422052357,0.08596447020009129,0.027949846850069515
humidity_inside,severe_burst,19,0,cvoi_sf,error_trigger,0.008764477183229091,0.11582117211026174,0.14552829490656832,0.0387085680837751
humidity_inside,severe_burst,19,1,cvoi_sf,error_trigger,0.02263113643734074,0.34746351633078526,0.08500759803626678,0.03659487483980273
temperature_inside,burst,0,0,generic_voi,error_trigger,-0.005912919851748896,-0.09265693768820937,-0.005309965658807619,0.013339829934464698
temperature_inside,burst,0,1,generic_voi,error_trigger,-0.002779430159833219,-0.0463284688441047,0.0003712198253248422,0.020610551080243678
temperature_inside,burst,1,0,generic_voi,error_trigger,0.003822336113041464,0.04632846884410474,-0.00042129860180686873,0.021879899534316127
temperature_inside,burst,1,1,generic_voi,error_trigger,-0.0065998841788278894,-0.11582117211026176,0.002363458994541018,0.016786785180502584
temperature_inside,burst,2,0,generic_voi,error_trigger,-0.0045163481584433625,-0.04632846884410469,0.0003602709449888608,0.02523947717364461
temperature_inside,burst,2,1,generic_voi,error_trigger,0.009043079684966407,0.13898540653231412,0.006845810149654186,0.035040798878446244
temperature_inside,burst,3,0,generic_voi,error_trigger,0.0013911802177438044,0.023164234422052343,0.0016101254104025353,0.01855234843804865
temperature_inside,burst,3,1,generic_voi,error_trigger,-0.0017406648135279111,-0.023164234422052357,-0.0024087487105154404,0.015082423283843793
temperature_inside,burst,4,0,generic_voi,error_trigger,0.009385018531387537,0.11582117211026174,0.0024346110508497165,0.02171849201393583
temperature_inside,burst,4,1,generic_voi,error_trigger,-0.0010454540189946734,-0.023164234422052357,-0.0037084126685802965,0.02484130711831445
temperature_inside,burst,5,0,generic_voi,error_trigger,0.002083281213805882,0.023164234422052343,-0.0014388501260272912,0.015769914423176656
temperature_inside,burst,5,1,generic_voi,error_trigger,-0.0024344510076441984,-0.046328468844104714,-0.0018310442774140956,0.025509491090796144
temperature_inside,burst,6,0,generic_voi,error_trigger,0.0041679291174426675,0.06949270326615703,-0.0014412955917902648,0.011969331088007351
temperature_inside,burst,6,1,generic_voi,error_trigger,-0.0020821403752605966,-0.02316423442205235,0.0027763891933543783,0.028262179013872957
temperature_inside,burst,7,0,generic_voi,error_trigger,-0.002083871901783649,-0.023164234422052343,0.0008601874233261642,0.010322135110015784
temperature_inside,burst,7,1,generic_voi,error_trigger,-0.002781572851517258,-0.0463284688441047,-0.002052005278747826,0.02014960201488092
temperature_inside,burst,8,0,generic_voi,error_trigger,0.008683790826963165,0.13898540653231412,-0.0034392158608022305,0.004317804093288746
temperature_inside,burst,8,1,generic_voi,error_trigger,-0.004862832985869819,-0.06949270326615706,0.002036733248654027,0.027814493056289802
temperature_inside,burst,9,0,generic_voi,error_trigger,0.009035696085244384,0.16214964095436646,0.0022691596384623314,0.009235681131131046
temperature_inside,burst,9,1,generic_voi,error_trigger,-0.0006947938383136433,-0.023164234422052343,6.699513536667645e-05,0.024712762573100178
temperature_inside,burst,10,0,generic_voi,error_trigger,-0.009733883483900852,-0.16214964095436646,-0.004527121804041079,0.024526643696480055
temperature_inside,burst,10,1,generic_voi,error_trigger,0.0034730020847810964,0.0463284688441047,-0.0011839703493342069,0.027298189874035428
temperature_inside,burst,11,0,generic_voi,error_trigger,-0.0006956682881630802,-0.023164234422052343,-0.0007564667125921354,0.029042642454308654
temperature_inside,burst,11,1,generic_voi,error_trigger,-0.003133646050498028,-0.06949270326615703,-0.0030979001369180192,0.023842916763916144
temperature_inside,burst,12,0,generic_voi,error_trigger,-0.003823059995367157,-0.06949270326615703,-0.0007709255885814392,0.018518819878827864
temperature_inside,burst,12,1,generic_voi,error_trigger,-0.009034815844336342,-0.1853138753764188,-0.0005109982626258225,0.031239355621948683
temperature_inside,burst,13,0,generic_voi,error_trigger,-0.006252773917072041,-0.09265693768820939,0.0016412078643877615,0.023774071019281973
temperature_inside,burst,13,1,generic_voi,error_trigger,0.0034763898540653253,0.023164234422052343,0.0018817897859018384,0.02789056436621662
temperature_inside,burst,14,0,generic_voi,error_trigger,0.006947602501737309,0.11582117211026172,-0.0023334234629949213,0.016901167520985583
temperature_inside,burst,14,1,generic_voi,error_trigger,0.0031251621496409566,0.04632846884410469,-0.0007387542074763775,0.02159578938737261
temperature_inside,burst,15,0,generic_voi,error_trigger,0.0013878966875144685,0.04632846884410469,-0.001915878973861529,0.019933703994972518
temperature_inside,burst,15,1,generic_voi,error_trigger,0.003822417187861941,0.04632846884410469,0.0006038078407054892,0.02930255683293015
temperature_inside,burst,16,0,generic_voi,error_trigger,-0.004169469539031738,-0.04632846884410469,-0.0003405032111943873,0.018161754367379546
temperature_inside,burst,16,1,generic_voi,error_trigger,-0.0059087444984943244,-0.09265693768820941,-0.000930195810500245,0.026109793839125373
temperature_inside,burst,17,0,generic_voi,error_trigger,0.004518427148482742,0.06949270326615706,0.0008906245513708444,0.027734326127466735
temperature_inside,burst,17,1,generic_voi,error_trigger,-0.003825555941626129,-0.023164234422052357,-0.0024838246100050976,0.03330824054505621
temperature_inside,burst,18,0,generic_voi,error_trigger,-0.0006967685892981246,0.0,-0.0009582207210137583,0.01489930954118357
temperature_inside,burst,18,1,generic_voi,error_trigger,-0.0003458246467454226,0.0,0.0010296759403770617,0.01984508582374711
temperature_inside,burst,19,0,generic_voi,error_trigger,0.003470083391243918,0.06949270326615706,-0.004884537311107107,0.018173515644666405
temperature_inside,burst,19,1,generic_voi,error_trigger,-0.004520639332870047,-0.0926569376882094,-0.002533209299616035,0.01942312090206688
temperature_inside,severe_burst,0,0,generic_voi,error_trigger,0.009741296038915923,0.13898540653231417,0.006712945971690476,0.021648561286265466
temperature_inside,severe_burst,0,1,generic_voi,error_trigger,-0.007291238128329856,-0.0926569376882094,0.001758331877493191,0.016151378890971846
temperature_inside,severe_burst,1,0,generic_voi,error_trigger,8.628677322201905e-07,0.0,0.0005761143935096857,0.027011560189768247
temperature_inside,severe_burst,1,1,generic_voi,error_trigger,0.0006946201065554779,0.0,7.021216599051305e-05,0.022629387207460994
temperature_inside,severe_burst,2,0,generic_voi,error_trigger,-0.009719672226082908,-0.16214964095436646,0.00496728749060843,0.03117800544953664
temperature_inside,severe_burst,2,1,generic_voi,error_trigger,0.0006917998610145963,0.0,-0.0012024375863124992,0.026855495643055116
temperature_inside,severe_burst,3,0,generic_voi,error_trigger,0.006255762103312485,0.09265693768820937,0.0018796362471168448,0.031794197509239175
temperature_inside,severe_burst,3,1,generic_voi,error_trigger,-0.0010419793838313644,-0.023164234422052357,-0.0009176848757198042,0.027012304771231066
temperature_inside,severe_burst,4,0,generic_voi,error_trigger,0.010775718091267077,0.18531387537641877,0.002950309684315977,0.01936277936019415
temperature_inside,severe_burst,4,1,generic_voi,error_trigger,-0.001030681028492006,-0.046328468844104714,0.007637952124104674,0.021311886965923343
temperature_inside,severe_burst,5,0,generic_voi,error_trigger,0.004180229325920774,0.06949270326615706,0.007021039536975138,0.021677542269363803
temperature_inside,severe_burst,5,1,generic_voi,error_trigger,-1.216122307155787e-06,0.0,-0.000566952571445456,0.03649637788211646
temperature_inside,severe_burst,6,0,generic_voi,error_trigger,-0.001384792680101922,-0.0231642344220524,0.0028171983500475672,0.027858406260378055
temperature_inside,severe_burst,6,1,generic_voi,error_trigger,0.01668116168635627,0.2779708130646282,-2.0381379606360106e-05,0.01831077954268434
temperature_inside,severe_burst,7,0,generic_voi,error_trigger,-0.001739755617326845,-0.04632846884410469,-0.001281944107909161,0.034837474653937384
temperature_inside,severe_burst,7,1,generic_voi,error_trigger,-0.0010387769284225142,-0.023164234422052343,0.0007578256093681568,0.020243277996203735
temperature_inside,severe_burst,8,0,generic_voi,error_trigger,0.0017334491545054447,0.023164234422052343,-0.002990575796974815,0.01619878386941276
temperature_inside,severe_burst,8,1,generic_voi,error_trigger,-0.002773957609451006,-0.023164234422052357,0.003612062260518023,0.03182794181586934
temperature_inside,severe_burst,9,0,generic_voi,error_trigger,0.0020834375723882276,0.04632846884410469,-0.002049871849445384,0.029173834494289785
temperature_inside,severe_burst,9,1,generic_voi,error_trigger,-0.0013840224693073885,-0.023164234422052343,0.004110899482916208,0.020608289684494796
temperature_inside,severe_burst,10,0,generic_voi,error_trigger,0.0006899525133194293,0.023164234422052343,-0.000758862214730649,0.02372848818004858
temperature_inside,severe_burst,10,1,generic_voi,error_trigger,0.0006973592772758844,0.0,0.0012757968196868141,0.0223308321195127
temperature_inside,severe_burst,11,0,generic_voi,error_trigger,-0.0013908848737549176,0.023164234422052343,-0.0005179626369766765,0.038728801363048904
temperature_inside,severe_burst,11,1,generic_voi,error_trigger,-0.005208431781329624,-0.06949270326615703,0.002532393937019095,0.02091438554613756
temperature_inside,severe_burst,12,0,generic_voi,error_trigger,0.009376963168867283,0.13898540653231406,-0.0014264427056133178,0.014694412394764766
temperature_inside,severe_burst,12,1,generic_voi,error_trigger,-0.0059228109798471155,-0.09265693768820943,-0.007310979714129029,0.03620881011379784
temperature_inside,severe_burst,13,0,generic_voi,error_trigger,-0.005217280518878854,-0.06949270326615703,-0.0034632903024880424,0.028019473546692986
temperature_inside,severe_burst,13,1,generic_voi,error_trigger,-0.0003529650220060118,0.0,0.0010936056901627023,0.02402563523544321
temperature_inside,severe_burst,14,0,generic_voi,error_trigger,0.01181715890664814,0.18531387537641886,0.0019945830641350804,0.019169666723665935
temperature_inside,severe_burst,14,1,generic_voi,error_trigger,0.0045170141301829995,0.04632846884410474,0.0006170491787422794,0.021103887730097082
temperature_inside,severe_burst,15,0,generic_voi,error_trigger,-0.013551980542043082,-0.13898540653231406,0.0006925032011590448,0.021019111666426005
temperature_inside,severe_burst,15,1,generic_voi,error_trigger,0.0024314686124623647,0.0231642344220524,-0.0003366036887159085,0.04151453017280726
temperature_inside,severe_burst,16,0,generic_voi,error_trigger,-0.006259236738475796,-0.09265693768820948,-0.002393662903857008,0.009152186074302682
temperature_inside,severe_burst,16,1,generic_voi,error_trigger,0.002779268010192265,0.04632846884410469,-0.0013865998062145835,0.027408836970726602
temperature_inside,severe_burst,17,0,generic_voi,error_trigger,0.0013857597868890403,0.023164234422052343,-0.0027358936569306103,0.02885296571272633
temperature_inside,severe_burst,17,1,generic_voi,error_trigger,0.0048601864720870976,0.0,-0.0024366554438127186,0.03899500512919163
temperature_inside,severe_burst,18,0,generic_voi,error_trigger,-0.005905831596015754,-0.09265693768820943,-0.0008298539590748111,0.006050142926266822
temperature_inside,severe_burst,18,1,generic_voi,error_trigger,0.0017375260597637214,0.023164234422052357,-0.000805883426859888,0.020613483554745016
temperature_inside,severe_burst,19,0,generic_voi,error_trigger,-0.0055598216353949514,-0.1389854065323141,0.0018059103216899741,0.03405621355202382
temperature_inside,severe_burst,19,1,generic_voi,error_trigger,0.00034470697243455667,0.0926569376882094,-0.0002866267024763114,0.016664095573172943
humidity_inside,burst,0,0,generic_voi,error_trigger,-0.00660154181144313,-0.11582117211026174,0.0010388534685472073,0.016983195722394262
humidity_inside,burst,0,1,generic_voi,error_trigger,2.3164234421238494e-08,0.0,-0.00012778331093976636,0.012814054450122625
humidity_inside,burst,1,0,generic_voi,error_trigger,-0.0013917998610145938,-0.023164234422052343,-0.006515683518304061,0.015733059994628595
humidity_inside,burst,1,1,generic_voi,error_trigger,0.002779885105397266,0.04632846884410471,0.0007532059483305042,0.009775412912472636
humidity_inside,burst,2,0,generic_voi,error_trigger,0.001737652999768356,0.023164234422052343,0.0008639728003076996,0.02219785468032298
humidity_inside,burst,2,1,generic_voi,error_trigger,0.00833879916608756,0.13898540653231412,-0.0012322588962771497,0.01507636265970258
humidity_inside,burst,3,0,generic_voi,error_trigger,0.004865028492008344,0.0926569376882094,0.001965275532957389,0.015262499887135683
humidity_inside,burst,3,1,generic_voi,error_trigger,-2.1681723419084142e-07,0.0,-0.0007580768759082313,0.01746665823745397
humidity_inside,burst,4,0,generic_voi,error_trigger,0.001390624971044703,0.0,0.002864771677696276,0.028834548502768453
humidity_inside,burst,4,1,generic_voi,error_trigger,0.002433929117442668,0.04632846884410469,0.006648248438966942,0.013535927516020396
humidity_inside,burst,5,0,generic_voi,error_trigger,-0.003130568450312718,-0.06949270326615703,-0.012714793622733978,0.014202782223055932
