N,heterogeneity,bw,network,baseline,n_windows,rmse_mean_delta_mean,rmse_mean_delta_ci95,loss_mean_delta_mean,loss_mean_delta_ci95,missed_violation_pct_delta_mean,missed_violation_pct_delta_ci95,choice_fairness_delta_mean,choice_fairness_delta_ci95
12,low,4,burst,h_no_mode,4,0.051645963053589886,0.0057394074401729694,0.0005531475511216946,0.00023212408637711266,-0.0020678246484698223,0.00233996387016475,0.03512151040378103,0.009482880254459536
12,low,4,burst,h_no_constraint_bonus,4,0.05176493220836188,0.006036492856723876,0.0006016718984148553,0.00028080602603264656,-0.0010339123242349077,0.002026468155500419,0.03541309746002266,0.009241263039858161
12,low,4,burst,h_no_rmse_cost,4,-0.014202228498851305,0.0033081128980373465,-0.0002137932689413066,0.00014160194490357527,-0.0010339123242349077,0.002026468155500419,-8.035943748124774e-06,1.3245432244181458e-05
12,low,4,burst,h_no_reliability,4,0.007580624007774407,0.0015679041463072514,0.0001735777944303278,0.0002035338851313814,-0.0010339123242349146,0.002026468155500433,4.458186558692345e-05,4.4816062004641384e-05
12,low,4,burst,oracle,4,0.059192229285296334,0.006595317137266271,0.0006702125358555877,0.00029166585525794675,-0.0020678246484698223,0.00233996387016475,0.03517472018925272,0.0091254087977111
12,low,4,severe_burst,error_trigger,4,0.06965630494869361,0.014564563423343453,-0.023815888349509734,0.004057502670942826,-0.32568238213399503,0.07328048081575382,0.02571334390093591,0.005828079271912424
12,low,4,severe_burst,generic_voi,4,0.07220245872839312,0.013971491968178394,-0.026612663371912718,0.003704235601245582,-0.37531017369727043,0.040714698931903055,0.02474546921240245,0.007137956864252864
12,low,4,severe_burst,cvoi_sf,4,-0.020243909090248577,0.013662821805914112,-0.041628896388910416,0.00569275329652258,-0.5417700578990902,0.0712056811361585,0.0027738737110988565,0.0016112992128692308
12,low,4,severe_burst,h_no_mode,4,0.06116084615729091,0.008084967141327547,0.00014209012753286284,0.0012513433101275647,-0.01654259718775848,0.021699932225151413,0.026019442454150277,0.006145263885107203
12,low,4,severe_burst,h_no_constraint_bonus,4,0.05998924361084655,0.008415454242894525,0.0006720681602338961,0.001107171141220119,-0.006203473945409418,0.019437199722276522,0.02523338434775102,0.006673380394203757
12,low,4,severe_burst,h_no_rmse_cost,4,-0.02308074324546555,0.011012972195743877,-0.0004228309506678161,0.00042591986496067754,0.0020678246484698154,0.013442069042796878,-1.0147414227362761e-05,2.044630420200044e-05
12,low,4,severe_burst,h_no_reliability,4,0.02109546648248159,0.004028139785063541,0.00016656389685902,0.000839127426652649,-0.0051695616211745316,0.014566157623236013,4.7821283249011026e-05,3.104739025799321e-05
12,low,4,severe_burst,oracle,4,0.06968293667605124,0.01133037516211378,0.0005916627741608636,0.0013275518057460128,-0.009305210918114135,0.0166696766276096,0.02490556188540352,0.006288081068042981
