N,heterogeneity,bw,network,policy,n_windows,rmse_mean_mean,rmse_mean_ci95,loss_mean_mean,loss_mean_ci95,missed_violation_pct_mean,missed_violation_pct_ci95,choice_fairness_mean,choice_fairness_ci95
12,high,4,severe_burst,v8_no_reliability,4,0.4482609942073754,0.016304564393620703,0.042315505200350975,0.006897323092069832,0.510752688172043,0.09952414040241939,0.9995146882340373,0.000507573670737537
12,high,4,severe_burst,v8_no_rmse_cost,4,0.4897432828473919,0.01801839820999154,0.04327174707763957,0.00674049278254354,0.5066170388751033,0.09536608803771068,0.9998692115186997,8.855868808305778e-05
12,low,4,burst,b2croi_v8,4,0.29226401639110733,0.026771957207104433,0.014179927856900192,0.0055442259689301564,0.1685277088502895,0.07685454507137715,0.9998396833745585,0.00017669689873961377
12,low,4,burst,cvoi_sf,4,0.3269040241195477,0.021090487503777657,0.05348191939506512,0.014327578707709692,0.6937551695616212,0.1958418359099359,0.9976880680710316,0.001761688116857898
12,low,4,burst,error_trigger,4,0.22948896623805085,0.020317767679382405,0.03943184443169466,0.013509574872823438,0.5283291976840364,0.14076297673346577,0.9609992889155552,0.007169161342916166
12,low,4,burst,generic_voi,4,0.2286208655717311,0.020491583881972145,0.04050078580344131,0.01392049703854894,0.5665839536807279,0.17961413904083648,0.9628558049884332,0.007287326529948456
12,low,4,burst,oracle,4,0.23307178710581103,0.020616037036130668,0.013509715321044603,0.005326245214733477,0.1705955334987593,0.07763427450700638,0.9646649631853058,0.009007985651550069
12,low,4,burst,v8_no_constraint_bonus,4,0.2404990841827455,0.02159458532285724,0.013578255958485337,0.00532043983261724,0.1695616211745244,0.07567893191440693,0.9644265859145359,0.009133264405609656
12,low,4,burst,v8_no_mode,4,0.24061805333751748,0.022498660505697793,0.013626780305778496,0.005423923968006455,0.1705955334987593,0.07763427450700638,0.9647181729707776,0.009372099476458359
12,low,4,burst,v8_no_reliability,4,0.28468339238333296,0.02672704655145964,0.014006350062469863,0.005746651876547761,0.1695616211745244,0.07879808789627425,0.9997951015089717,0.00021415235227933193
12,low,4,burst,v8_no_rmse_cost,4,0.30646624488995866,0.026493691794652725,0.014393721125841499,0.005562106500607096,0.1695616211745244,0.07567893191440693,0.9998477193183066,0.00018788545350851394
12,low,4,severe_burst,b2croi_v8,4,0.44867562714685727,0.021066453095442625,0.03611854423244267,0.013570246768349788,0.42907361455748555,0.2033043509362606,0.9998168266136631,0.0002882009548887557
12,low,4,severe_burst,cvoi_sf,4,0.46891953623710586,0.01759954322457448,0.07774744062135308,0.01771420287138399,0.9708436724565757,0.2545806490435954,0.9970429529025642,0.0018001370151232961
12,low,4,severe_burst,error_trigger,4,0.3790193221981637,0.012027669699128558,0.0599344325819524,0.016415320527571994,0.7547559966914805,0.14741772382037835,0.9741034827127272,0.005573889617361828
12,low,4,severe_burst,generic_voi,4,0.3764731684184642,0.012069066676057985,0.0627312076043554,0.017016895685509906,0.804383788254756,0.16725422726488073,0.9750713574012606,0.0069210063308653485
12,low,4,severe_burst,oracle,4,0.378992690470806,0.01090161086551003,0.03552688145828181,0.012471062937212844,0.43837882547559964,0.19007075832025405,0.9749112647282595,0.006054417178506463
12,low,4,severe_burst,v8_no_constraint_bonus,4,0.38868638353601076,0.01652563641245176,0.03544647607220878,0.012470471876454671,0.435277088502895,0.18491267452011034,0.974583442265912,0.00645032352474981
12,low,4,severe_burst,v8_no_mode,4,0.3875147809895664,0.01504143099216111,0.03597645410490981,0.012428451670293689,0.44561621174524396,0.1845866672272929,0.9737973841595128,0.005920346505954047
12,low,4,severe_burst,v8_no_reliability,4,0.4275801606643757,0.01915189243612339,0.03595198033558365,0.012780808341854645,0.43424317617866004,0.19012836424923857,0.999769005330414,0.00029057172725125194
12,low,4,severe_burst,v8_no_rmse_cost,4,0.4717563703923229,0.02857239755608591,0.036541375183110486,0.013462987709154339,0.4270057899090157,0.19330920083667133,0.9998269740278904,0.0002686644294815434
