window,t,loop,p_gaussian,p_empirical,true_violation,mu,xt,age
0,2041,2,0.8743109719590418,0.975682382133995,1.0,20.16091707837672,20.0,0
0,2042,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2042,1,0.6455842286154154,0.8640198511166253,1.0,21.249863620067675,21.0,2
0,2042,2,0.8433067914746236,0.975682382133995,1.0,20.200303523316553,20.0,1
0,2043,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2043,1,0.6287544015451382,0.8640198511166253,1.0,21.290260851814555,21.0,3
0,2043,2,0.8170251642465653,0.975682382133995,1.0,20.239358500793383,20.0,2
0,2044,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2044,1,0.6146169115107065,0.8640198511166253,1.0,21.33031003626193,21.0,4
0,2044,2,0.7944668310097314,0.975682382133995,1.0,20.27808480036284,20.0,3
0,2045,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2045,1,0.6024984178599379,0.8640198511166253,1.0,21.370014172053956,21.0,5
0,2045,2,0.7748497556792197,0.975682382133995,1.0,20.316485188104274,20.0,4
0,2046,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2046,1,0.5919600261633909,0.8640198511166253,1.0,21.409376231999598,21.0,6
0,2046,2,0.7575874191568888,0.975682382133995,1.0,20.354562406818335,20.0,5
0,2047,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2047,1,0.5827015566076205,0.8640198511166253,1.0,21.448399163295218,21.0,7
0,2047,2,0.7422417303935352,0.975682382133995,1.0,20.39231917622288,20.0,6
0,2048,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2048,1,0.5745083771837082,0.8640198511166253,1.0,21.487085887745252,21.0,8
0,2048,2,0.7284826871887995,0.975682382133995,1.0,20.429758193147233,20.0,7
0,2049,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2049,1,0.5672205741043058,0.8640198511166253,1.0,21.525439301980967,21.0,9
0,2049,2,0.7160583363946935,0.975682382133995,1.0,20.466882131724805,20.0,8
0,2050,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2050,1,0.5607144928577056,0.8640198511166253,1.0,21.563462277677353,21.0,10
0,2050,2,0.7047732497985056,0.975682382133995,1.0,20.503693643584107,20.0,9
0,2051,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
0,2051,1,0.5548913843344345,0.8640198511166253,1.0,21.60115766176813,20.0,11
0,2051,2,0.6944732640524311,0.975682382133995,1.0,20.54019535803814,20.0,10
0,2052,0,0.45857416799021566,0.10471464019851116,0.0,22.17763744421342,22.0,1
0,2052,1,0.8614470606499783,0.9741935483870968,1.0,20.202032558541944,20.0,0
0,2052,2,0.6850346692597976,0.975682382133995,1.0,20.576389882272196,20.0,11
0,2053,0,0.462931572595646,0.10471464019851116,0.0,22.142635503019704,22.0,0
