N,heterogeneity,bw,network,policy,n_windows,rmse_mean_mean,rmse_mean_ci95,loss_mean_mean,loss_mean_ci95,missed_violation_pct_mean,missed_violation_pct_ci95,choice_fairness_mean,choice_fairness_ci95,avg_aoi_mean,avg_aoi_ci95
12,high,4,severe_burst,error_trigger,21,0.37482651525340394,0.020892691783463223,0.0691167270323313,0.01589831938243133,0.9194926936862422,0.23640308725113396,0.9897471173969092,0.0027875357902090976,10.804992319508447,1.4994106402089253
12,high,4,severe_burst,generic_voi,21,0.37505572999591225,0.02078339144290583,0.068788526430338,0.014379013824850927,0.9104336523691361,0.20940130028331477,0.9898709482401529,0.0029150811124003927,9.155665839536807,1.1619071948465687
12,high,4,severe_burst,oracle,21,0.37652701564331736,0.02038663967028097,0.03927429045990646,0.0042393178046011325,0.49352081610146137,0.06004792894862946,0.9885519114058684,0.0033280874696626937,10.966652881169008,1.5299913167542385
12,low,4,burst,ar1_growth_voi,21,0.32904619538975155,0.012533723081750651,0.05681573769390602,0.010764414864737974,0.7910906298003072,0.16029901014238515,0.6896460881153853,0.013314349280915155,3.2445015557918784,0.1122057194444088
12,low,4,burst,b2croi_hq,21,0.2982530828915972,0.01793440404412525,0.012124782279610048,0.001074202383428179,0.13844578360707396,0.015436862149280507,0.9998807107630799,3.743869334326883e-05,2.592679900744417,0.0707510315374371
12,low,4,burst,cvoi_sf,21,0.3215241607336584,0.012204996120590395,0.036489908599185494,0.004212206538891338,0.45275513017448493,0.05826092250950826,0.9978237582599832,0.0006067433670386503,1.5131986293276616,0.02030043881413655
12,low,4,burst,error_trigger,21,0.2282695061000514,0.014081447303879786,0.02500412469857905,0.005425599882194215,0.3414864705187286,0.08445120351472737,0.9474880631233449,0.009266859813922508,16.19046634369215,1.881755149080963
12,low,4,burst,generic_voi,21,0.2280918518577317,0.014039450100901872,0.024654856509395046,0.0047542952442142065,0.3355784000945291,0.07444361116283833,0.9506197612302538,0.008797112362661638,13.605618574973413,1.481879495086171
12,low,4,burst,oracle,21,0.22918531189791067,0.014350833355008403,0.0115525447606134,0.0010537574190306617,0.13883965496868722,0.015547460027786047,0.9472076564774561,0.00921530876412864,16.322722438851468,1.9086728708334069
12,low,4,severe_burst,ar1_growth_voi,21,0.4666294715036664,0.020671235126805923,0.07442638980143435,0.011492470513674547,0.9949190594351885,0.16998289373326392,0.7195014178029231,0.013282953566114614,3.7970065776517394,0.11160433640258641
12,low,4,severe_burst,b2croi_hq,21,0.4455387418537045,0.024737311548002856,0.031184350915926307,0.0026723798751256906,0.3661034306195597,0.037985411858036784,0.999886182350948,4.1494116381522535e-05,3.141273779983457,0.07414627784555794
12,low,4,severe_burst,cvoi_sf,21,0.4571833485253452,0.01999034667824222,0.057934633828438185,0.005698698542800383,0.7121194217968412,0.07618908203110533,0.9975527893107828,0.0006277226776291518,2.058803024932057,0.03503861541361782
12,low,4,severe_burst,error_trigger,21,0.3741165520127255,0.021907933527942756,0.04572763295934351,0.006919828589958599,0.6018354405451181,0.105645630204869,0.9563908961976825,0.008479209033575977,17.26699161054,2.0629102672464232
12,low,4,severe_burst,generic_voi,21,0.37372090404318936,0.0219449269862159,0.04505164246455222,0.0066964696932121735,0.5886407499310726,0.09971232716098295,0.9594096044753391,0.007877821736256608,14.89001733033991,1.6120277060478228
12,low,4,severe_burst,oracle,21,0.37430447688134294,0.021823056296789274,0.030345765603278323,0.0025179151119916828,0.3678758517468196,0.03670719109177727,0.9563492709728671,0.008455514201782399,17.2517822679113,2.064015742179268
12,medium,4,burst,ar1_growth_voi,21,0.32840179830869876,0.012378998299528892,0.06222384108894207,0.01127464916579573,0.8797116861632992,0.17103120747060505,0.6891938709201244,0.013295333482353865,3.2577750206782463,0.11144541873578903
12,medium,4,burst,b2croi_hq,21,0.29975457700638325,0.016847115412341795,0.012655434275478685,0.0011315063886797672,0.14376304698885348,0.016431286201097937,0.9998866750103914,4.192636957883282e-05,2.589005080940565,0.07529124192261072
12,medium,4,burst,cvoi_sf,21,0.32107434813479574,0.011742859594898548,0.041098638123165845,0.005010489081632941,0.5205010043719721,0.07002774679424544,0.9969973793996144,0.000802618994030524,1.50918704950963,0.019970701693915516
12,medium,4,burst,error_trigger,21,0.23131369055826867,0.013488653558351313,0.02811333926678278,0.0064975751715769525,0.3838276418921581,0.1003976085191997,0.9811276698273816,0.005209807218053366,11.761887037693489,1.4861104469790885
12,medium,4,burst,generic_voi,21,0.23117684763949436,0.013464118125008022,0.028524632551705557,0.005824663414276854,0.3877663555082909,0.08739051001185583,0.9837176046304347,0.004611093145981086,9.879085430698334,1.3475288691232121
12,medium,4,burst,oracle,21,0.23393152095574782,0.013484990529675807,0.011982282323317939,0.0010980353449562383,0.14336917562724014,0.016690388434767438,0.9814729639047509,0.005109394270148711,11.719585253456222,1.5672269315277156
12,medium,4,severe_burst,ar1_growth_voi,21,0.4629309996086937,0.0202535411664417,0.08413481330794104,0.012850651449871828,1.1524676040805075,0.1949693533630227,0.7186945479040103,0.013026757524282444,3.7981566820276504,0.11168860501915967
12,medium,4,severe_burst,b2croi_hq,21,0.4454220062485028,0.022807850856156952,0.03223839058833846,0.0029275652886084852,0.3759502146598921,0.04084428700188165,0.9998900170758354,4.256462404803712e-05,3.1395505927763994,0.08104793124516492
12,medium,4,severe_burst,cvoi_sf,21,0.4563210135907275,0.019439713349531096,0.06406587341671106,0.0069124029672193,0.8027098349678996,0.09635084377125673,0.9969635675992893,0.0007152483762194095,2.0537339005080946,0.03512945967632683
12,medium,4,severe_burst,error_trigger,21,0.3733030453468764,0.0215906464943619,0.05182823647162824,0.008884480936574983,0.6873055260152034,0.13606168471959884,0.9824813343793473,0.004849810277699422,13.266585923037537,1.6588954450724107
12,medium,4,severe_burst,generic_voi,21,0.3730233563234836,0.021355691350514378,0.05058827667352932,0.008011808858169179,0.6680058292961519,0.12181897632077456,0.9847739163638681,0.004188955436469357,10.967434715821813,1.3559660327070506
12,medium,4,severe_burst,oracle,21,0.3756336955630689,0.021553046569213728,0.03133017821921643,0.002732345699641683,0.37949505691441177,0.039702248567837016,0.9827577183806049,0.004663068516474992,13.267208239788886,1.6606803820942688
