policy,network,seed,window_start,n_steps,rmse_mean,loss_mean,missed_violation_pct,false_alarm_pct,avg_aoi,max_aoi,choice_fairness,packet_success_pct,runtime_us_mean,final_dual_f,final_dual_s,mean_pbad,final_q_s,final_q_e,mean_q_f
b2croi_h,burst,2031,12096,2015,0.6840990868219463,0.03877688172043011,0.4466501240694789,0.2977667493796526,1.7460711331679073,12.0,0.9999980296697258,85.40942928039702,228.2602062839414,0.05,0.08660000000000041,0.1411302262610667,1.198666666666666,5.50858333333329,3.333333333333325
h_no_mode,burst,2031,12096,2015,0.6869006693100596,0.035548490488006616,0.39702233250620345,0.2812241521918941,9.906699751861042,140.0,0.6509033348290455,85.40942928039702,299.348201366978,1.2,0.08660000000000041,0.1411302262610667,1.198666666666666,5.5346249999999575,231.11111111110844
h_no_constraint_bonus,burst,2031,12096,2015,0.6869006693100596,0.035548490488006616,0.39702233250620345,0.2812241521918941,9.906699751861042,140.0,0.6509033348290455,85.40942928039702,298.1819663076631,1.2,0.08660000000000041,0.1411302262610667,1.198666666666666,5.5346249999999575,231.11111111110844
h_no_rmse_cost,burst,2031,12096,2015,0.683955377275141,0.03877429693961952,0.4466501240694789,0.2977667493796526,1.745078577336642,12.0,0.9999980296697258,85.40942928039702,222.72131736240078,0.05,0.08660000000000041,0.1411302262610667,1.198666666666666,5.50858333333329,3.333333333333325
h_no_reliability,burst,2031,12096,2015,0.6883208434951831,0.03562344913151365,0.39702233250620345,0.2812241521918941,1.7516956162117452,12.0,0.9999980296697258,85.40942928039702,224.67987793301307,0.05,0.08660000000000041,0.1411302262610667,1.198666666666666,5.50858333333329,3.333333333333325
oracle,burst,2031,12096,2015,0.686007233603665,0.03553815136476427,0.39702233250620345,0.2812241521918941,10.082051282051282,145.0,0.6233684503688801,85.40942928039702,50.75014129895763,1.2,0.08660000000000041,0.1411302262610667,1.198666666666666,5.607541666666623,244.77777777777365
error_trigger,burst,2032,14112,2015,0.8314632872719598,0.09476323407775021,1.0752688172043012,1.2903225806451613,12.947725392886683,148.0,0.6296459988291715,84.863523573201,3.4262963210142425,1.2,0.43549999999996425,0.14762498761277046,10.278666666666389,10.46787499999973,241.11111111110844
generic_voi,burst,2032,14112,2015,0.8390640279824794,0.10062034739454094,1.141439205955335,1.4061207609594708,12.487344913151365,148.0,0.666247741487885,84.863523573201,7.040819347311486,1.2,0.510499999999986,0.14762498761277046,11.587999999999692,10.769958333333062,223.44444444444375
cvoi_sf,burst,2032,14112,2015,0.8575200891943986,0.09710504549214227,1.0587262200165426,1.4722911497105047,1.6484698097601322,16.0,0.9961427368903472,84.863523573201,20.279403268671583,0.2335587226587109,0.36049999999997523,0.14762498761277046,9.92133333333311,11.686624999999745,23.88888888888867
b2croi_h,burst,2032,14112,2015,0.8624777408948993,0.05779052936311001,0.49627791563275436,1.0918114143920596,1.855417700578991,20.0,0.9999995074167035,84.863523573201,229.12748737454822,0.05,0.05,0.14762498761277046,1.9400000000000817,11.967874999999724,6.777777777778039
