policy,network,seed,window_start,n_steps,rmse_mean,loss_mean,missed_violation_pct,false_alarm_pct,avg_aoi,max_aoi,choice_fairness,packet_success_pct,runtime_us_mean,final_dual_f,final_dual_s,mean_pbad,final_q_s,final_q_e,mean_q_f,N,heterogeneity,bw
v8_no_constraint_bonus,burst,5000,2016,2015,0.3738819627749055,0.023346362009178823,0.2977667493796526,0.21505376344086022,5.1647642679900745,81.0,0.9993024959765536,83.87096774193549,366.6985691028182,0.18716111915509173,0.05690000000000286,0.16039075376240935,0.5379999999999963,0.0,30.222222222222396,3,high,1
v8_no_rmse_cost,burst,5000,2016,2015,0.3697701463376468,0.023322240023891716,0.2977667493796526,0.21505376344086022,4.290322580645161,58.0,0.9989956467363317,83.87096774193549,362.7046237574895,0.1459313905362496,0.05690000000000286,0.16039075376240935,0.5379999999999963,0.0,30.555555555555642,3,high,1
v8_no_reliability,burst,5000,2016,2015,0.374415383279334,0.024371597803999282,0.3143093465674111,0.21505376344086022,4.385277088502895,58.0,0.9985475135946186,83.87096774193549,361.03806597649793,0.1720536867475689,0.05690000000000286,0.16039075376240935,0.5379999999999963,0.0,30.333333333333325,3,high,1
oracle,burst,5000,2016,2015,0.3760445940188208,0.023369378576491295,0.2977667493796526,0.21505376344086022,5.2463192721257235,81.0,0.9990221935490856,83.87096774193549,71.91908992965597,0.16554442241325878,0.05690000000000286,0.16039075376240935,0.5379999999999963,0.0,31.222222222222385,3,high,1
error_trigger,burst,5001,4032,2015,0.35967895920839216,0.05021610363494759,0.6120760959470637,0.76095947063689,5.31166253101737,78.0,0.9934023146948601,85.75682382133995,4.5844767977559835,1.1432499035897075,0.15050000000001013,0.13632133544856723,1.2860000000001102,0.0,35.22222222222217,3,high,1
generic_voi,burst,5001,4032,2015,0.36043453117885216,0.05196350248189701,0.6286186931348222,0.8105872622001655,4.73151364764268,64.0,0.9913619557364325,85.75682382133995,10.065269591772083,1.184378682286572,0.1655000000000101,0.13632133544856723,1.5480000000001377,0.0,37.88888888888824,3,high,1
cvoi_sf,burst,5001,4032,2015,0.4273270236878796,0.0714052691769749,0.8602150537634409,1.1248966087675765,1.643010752688172,17.0,0.9955799679813724,85.75682382133995,34.499517815284634,0.3433711450713971,0.3754999999999664,0.13632133544856723,6.214666666666442,0.0,23.333333333333897,3,high,1
b2croi_v8,burst,5001,4032,2015,0.3987260629771099,0.03157534421114221,0.39702233250620345,0.34739454094292804,4.920595533498759,84.0,0.993136972171447,85.75682382133995,367.77390748327116,1.1583052377504037,0.05,0.13632133544856723,0.0,0.0,36.222222222222,3,high,1
v8_no_mode,burst,5001,4032,2015,0.40507910648386786,0.02742503867371336,0.3143093465674111,0.39702233250620345,5.49247311827957,83.0,0.9933687745713643,85.75682382133995,372.97678261500766,1.167570783480946,0.05,0.13632133544856723,0.0,0.0,35.9999999999996,3,high,1
v8_no_constraint_bonus,burst,5001,4032,2015,0.4051278659242987,0.027425039732450546,0.3143093465674111,0.39702233250620345,5.5088502894954505,84.0,0.9926358326078447,85.75682382133995,370.4955576625526,1.1773525118784418,0.05,0.13632133544856723,0.0,0.0,36.999999999999325,3,high,1
